	
	
10	11.855046
10	12.646956
10	14.360282
10	13.153056
10	13.138615
10	14.011023
10	12.214849
10	10.629197
10	14.04503
10	12.388785
10	13.803942
10	11.778105
10	13.327129
10	12.455929
10	13.362368
10	11.390402
10	12.915922
11	12.749019
11	12.570284
11	13.793822
11	12.705628
11	14.200257
11	12.375177
11	13.911411
11	12.708757
11	12.176824
11	10.587297
12	11.9325075
12	13.940145
12	13.249695
12	10.88038
12	13.739231
12	12.555151
12	12.83967
12	12.047662
12	12.821262
12	13.255589
12	13.427264
12	11.878838
12	13.9696045
12	13.746395
13	14.042229
13	13.636021
13	13.48589
13	13.824709
13	13.322144
13	12.110767
13	12.555151
13	13.10982
13	13.822931
13	13.993354
13	14.300048
13	13.266077
13	13.711456
13	12.694615
13	11.360828
14	14.095106
14	13.501287
14	11.907032
14	14.231342
14	14.083835
14	13.42597
14	11.544863
14	11.6431265
14	11.888494
14	11.418382
14	12.754414
14	13.572689
14	13.216537
14	11.234661
14	12.241409
14	10.84115
14	12.034466
14	11.780279
14	11.643337
14	13.330422
14	13.305273
15	11.654322
15	13.200521
15	13.404375
15	11.008765
15	12.542338
15	11.261041
15	12.065607
15	12.791591
15	14.545617
15	12.022151
15	12.482643
15	13.766779
15	12.232551
16	11.393482
16	12.141905
16	11.457026
16	12.37289
16	14.077042
16	14.201797
16	12.361581
16	14.337336
16	13.392018
16	13.532287
16	12.196155
16	13.344661
16	12.515361
16	13.326195
16	13.79817
16	13.402162
16	12.523668
16	12.374745
16	12.249749
16	13.933175
16	13.700125
16	14.76316
16	13.615649
16	12.217991
16	13.524677
16	12.7986965
16	12.330175
16	12.86326
16	11.923182
16	11.708159
16	14.140698
16	12.3814335
16	11.579453
17	13.720004
17	11.376048
17	12.155806
17	14.179465
17	13.910456
17	14.030073
17	12.72385
17	13.997614
17	11.241795
17	14.0226555
17	13.778002
17	12.737087
17	11.8290615
17	11.125499
17	12.022151
17	12.711293
17	14.044369
17	13.117034
17	13.797667
17	12.919434
17	11.761195
17	10.867643
17	11.691333
17	13.789547
17	11.260696
18	13.416129
18	13.422057
18	14.166983
18	13.603949
18	14.184047
18	13.628417
18	11.793104
18	11.372271
18	12.768777
18	11.476071
18	11.612272
18	12.590532
18	13.079705
18	12.370495
18	12.71113
18	12.012795
18	13.135415
18	12.071575
18	11.256663
18	12.049887
18	11.828602
18	11.138302
18	12.716917
18	11.686634
18	12.762134
18	11.127699
18	11.764769
18	11.579453
19	12.772255
19	11.2474375
19	14.139742
19	12.887919
19	11.644955
19	11.219313
19	12.170362
19	11.927183
19	11.529153
19	11.7463455
1	11.435711
1	12.046462
1	12.363897
1	12.4423275
1	13.186294
1	13.097969
1	13.2620125
1	13.415252
1	12.576293
1	14.119925
1	11.461725
1	12.576929
1	13.235064
1	11.892548
1	12.584484
1	11.646672
1	12.179788
1	12.474746
1	12.231285
1	12.379706
1	11.656237
1	12.151873
1	12.033198
1	10.876762
1	12.407629
1	10.219307
1	12.246137
1	11.643041
1	12.9411125
1	12.77754
1	12.509074
1	13.660432
1	12.316927
1	12.051882
1	12.898134
1	13.842862
1	13.231907
1	12.183184
1	12.102806
1	12.138526
1	11.668238
