   28   0.16184917
   28   0.50766355
   28   0.4619037
   28   0.03448276
   28   0.83432627
   28   0.544355
   28   0.38064384
   28   0.22346413
   28   0.47157967
   28   0.3255803
   28   0.48399338
   28   0.164294
   28   0.32282397
   28   0.23752758
   28   0.24338871
   28   0.26110557
   28   0.27513137
   28   0.12665436
   28   0.077155486
   29   0.29416597
   29   0.5518193
   29   0.58530766
   29   0.27530408
   29   0.33702272
   26   0.5996885
   26   0.17147592
   26   0.28391284
   26   0.6202538
   27   0.20133552
   27   0.15360323
   27   0.060109667
   27   0.41203874
   27   0.39406312
   27   0.47041425
   27   0.6939391
   27   0.4093601
   27   0.32862687
   27   0.15827869
   27   0.120578036
   27   0.2835528
   27   0.29475218
   27   0.39978853
   27   0.09779527
   27   0.011035525
   27   0.14207432
   27   0.30256146
   27   0.37050408
   27   0.27492833
   25   0.45729497
   25   0.43157244
   25   0.4135387
   25   0.37723568
   25   0.5646868
   25   0.41695163
   26   0.20589264
   26   0.21728453
   26   0.19994311
   26   0.114947736
   26   0.6657294
   26   0.05177099
   26   0.35698715
   26   0.20413843
   26   0.67352295
   26   0.2817917
   26   0.95273364
   26   0.095321536
   26   0.23609196
   26   0.26098204
   26   0.4135198
   26   0.4166607
   26   0.16989896
   26   0.2173355
   26   0.28656602
   26   0.33175284
   26   0.6906986
   26   0.15530479
   26   0.50027925
   26   0.60761905
   27   0.3958845
   27   0.18454827
   29   0.24078509
   29   0.20689726
   29   0.41279623
   29   0.48106688
   29   0.6224512
   29   0.2688136
   29   0.6433511
   29   0.4232158
   29   0.12906793
   29   0.2316381
   29   0.07356915
   29   0.20534384
   29   0.4961298
   29   0.059200093
   30   0.30437946
   30   0.55628914
   30   0.12737277
   30   0.41203874
   30   0.51709205
   30   0.54725707
   30   1.4437078
   30   0.05235277
   30   0.6563256
   30   0.44410044
   30   0.20844951
   30   0.38883245
   30   0.14518574
   30   0.28160283
   30   0.48730934
   30   0.32802588
   30   1.3885534
   30   0.29824442
   30   0.23639369
   30   0.027864162
   30   0.31739992
   30   0.08297989
   30   0.21590261
   30   0.1534652
   30   0.34512082
   30   0.31202027
   30   0.37940305
   30   0.472919
   30   0.3185692
   30   0.5050582
   30   0.24667749
   31   0.2770425
   31   0.45205426
   31   0.37166783
   31   0.75794506
   31   0.36819094
   31   0.83887243
   31   0.31640813
   31   0.20730886
   31   0.68811315
   31   0.38529438
   31   0.24128494
   31   0.16193935
   31   0.6880506
   31   0.21456608
   31   0.13795857
   32   0.48775277
   32   0.13496707
   32   0.17280507
   32   0.27418402
   32   0.42647
   32   0.21523654
   32   0.22655024
   32   0.16279885
   32   0.46297315
   32   0.459733
   32   0.65133333
   32   0.43717462
   32   0.5025755
   32   0.32772887
   32   0.2828336
   32   0.80264485
   32   0.43543214
   32   0.08103448
   32   0.16950469
   32   0.5271581
   32   0.2631555
   32   0.58117217
   32   0.3224782
   32   0.27513137
   32   0.2773372
   32   0.6012745
   32   0.51892936
   32   0.21063466
   32   0.6397635
   32   0.63096267
   32   0.10333279
   32   0.32699615
   33   0.3492107
   33   0.1012763
   33   0.64803165
   33   0.30731037
   33   0.22559686
   33   0.2530805
   33   0.41087964
   33   0.22979273
